DISTRITO,PROVINCIA,LAT_DIST,LON_DIST
SAN PEDRO DE CHANA,HUARI,-9.4714912,-76.98964
HUACHIS,HUARI,-9.4096271,-77.1002734
HUARI,HUARI,-9.3484957,-77.1722483
RAPAYAN,HUARI,-9.2025415,-76.7592291
HUANTAR,HUARI,-9.4519782,-77.1763553
HUACCHIS,HUARI,-9.2008287,-76.7867548
PAUCAS,HUARI,-9.1526632,-76.8991447
MASIN,HUARI,-9.3656974,-77.0966764
UCO,HUARI,-9.1883438,-76.9284693
CAJAY,HUARI,-9.3276159,-77.1587899
RAHUAPAMPA,HUARI,-9.3591241,-77.0785439
HUARMEY,HUARMEY,-10.0687481,-78.152199
HUAYAN,HUARMEY,-9.8750801,-77.7081362
MALVAS,HUARMEY,-9.9294855,-77.6579418
CULEBRAS,HUARMEY,-9.9501663,-78.2220947
COCHAPETI,HUARMEY,-9.9800637,-77.6958297
CARAZ,HUAYLAS,-9.048505,-77.8100573
PAMPAROMAS,HUAYLAS,-9.0727865,-77.981495
SANTO TORIBIO,HUAYLAS,-8.8645311,-77.9144344
YURACMARCA,HUAYLAS,-8.7375001,-77.9039803
PUEBLO LIBRE,HUAYLAS,-9.1512947,-77.8183525
SANTA CRUZ,HUAYLAS,-8.9086098,-77.7124566
HUATA,HUAYLAS,-9.0161061,-77.8619114
HUALLANCA,HUAYLAS,-8.8191008,-77.8629209
HUAYLAS,HUAYLAS,-8.8722718,-77.8930206
MATO,HUAYLAS,-8.9587585,-77.8921507
PISCOBAMBA,MARISCAL LUZURIAGA,-8.8652705,-77.3576423
MARISCAL LUZURIAGA,MARISCAL LUZURIAGA,-8.8641845,-77.3601915
LLUMPA,MARISCAL LUZURIAGA,-8.9607926,-77.367346
FIDEL OLIVAS ESCUDERO,MARISCAL LUZURIAGA,-8.7823714,-77.2931539
CASCA,MARISCAL LUZURIAGA,-8.8546476,-77.3991666
LUCMA,MARISCAL LUZURIAGA,-8.9193949,-77.4109816
LLAMA,MARISCAL LUZURIAGA,-8.9152478,-77.3014615
ELEAZAR GUZMAN BARRON,MARISCAL LUZURIAGA,-8.8879307,-77.2183419
ACAS,OCROS,-10.4575334,-77.3274735
CAJAMARQUILLA,OCROS,-10.353757,-77.1989307
SAN PEDRO,OCROS,-10.472651,-77.5774657
COCHAS,OCROS,-10.6569083,-77.4825987
CONGAS,OCROS,-10.3371144,-77.4424433
SAN CRISTOBAL DE RAJAN,OCROS,-10.4088919,-77.228449
CARHUAPAMPA,OCROS,-10.4983123,-77.2171778
LLIPA,OCROS,-10.3925285,-77.1904847
OCROS,OCROS,-10.4034734,-77.3967216
SANTIAGO DE CHILCAS,OCROS,-10.4384792,-77.3661877
PAMPAS,PALLASCA,-8.1950956,-77.8957296
CONCHUCOS,PALLASCA,-8.2672086,-77.8536168
SANTA ROSA,PALLASCA,-8.5270766,-78.0672625
TAUCA,PALLASCA,-8.4700269,-78.0378275
BOLOGNESI,PALLASCA,-8.3503897,-78.0506593
HUANDOVAL,PALLASCA,-8.3309043,-77.9750136
PALLASCA,PALLASCA,-8.2531116,-77.9990723
HUACASCHUQUE,PALLASCA,-8.3064787,-78.0043934
CABANA,PALLASCA,-8.3929196,-78.0090747
LLAPO,PALLASCA,-8.514201,-78.041532
LACABAMBA,PALLASCA,-8.2604681,-77.8982661
POMABAMBA,POMABAMBA,-8.8204778,-77.4603745
QUINUABAMBA,POMABAMBA,-8.6971912,-77.3984743
HUAYLLAN,POMABAMBA,-8.8581048,-77.4357709
PAROBAMBA,POMABAMBA,-8.6958388,-77.4300193
RECUAY,RECUAY,-9.722026,-77.4561556
TICAPAMPA,RECUAY,-9.7584487,-77.4438379
LLACLLIN,RECUAY,-10.1367552,-77.5639828
CATAC,RECUAY,-9.9244392,-77.3384783
MARCA,RECUAY,-10.0886666,-77.4743087
TAPACOCHA,RECUAY,-10.0101988,-77.5691553
PARARIN,RECUAY,-10.0503938,-77.654616
HUAYLLAPAMPA,RECUAY,-10.0552701,-77.5363486
PAMPAS CHICO,RECUAY,-10.1147755,-77.3979384
CHIMBOTE,SANTA,-9.0744966,-78.593609
SANTA,SANTA,-8.9874476,-78.6136857
COISHCO,SANTA,-9.0227418,-78.6152844
NUEVO CHIMBOTE,SANTA,-9.1183822,-78.4587932
NEPEÑA,SANTA,-9.1726623,-78.3614116
MORO,SANTA,-9.1388841,-78.1830024
CACERES DEL PERU,SANTA,-8.9636086,-78.0655082
SAMANCO,SANTA,-9.2618703,-78.4960083
MACATE,SANTA,-8.760613,-78.0612105
SIHUAS,SIHUAS,-8.5546662,-77.6312635
SAN JUAN,SIHUAS,-8.6691267,-77.6263344
HUAYLLABAMBA,SIHUAS,-8.5345307,-77.5670096
ACOBAMBA,SIHUAS,-8.3261608,-77.5817182
CHINGALPO,SIHUAS,-8.3387758,-77.5973209
QUICHES,SIHUAS,-8.3950277,-77.4907
CASHAPAMPA,SIHUAS,-8.5609487,-77.6528192
RAGASH,SIHUAS,-8.5319341,-77.6659419
SICSIBAMBA,SIHUAS,-8.6239421,-77.5786158
ALFONSO UGARTE,SIHUAS,-8.4732866,-77.481472
YUNGAY,YUNGAY,-9.1397639,-77.7446153
QUILLO,YUNGAY,-9.3287354,-78.0426198
YANAMA,YUNGAY,-9.0209145,-77.4710377
SHUPLUY,YUNGAY,-9.217939,-77.6950655
RANRAHIRCA,YUNGAY,-9.173244,-77.722884
CASCAPARA,YUNGAY,-9.2264043,-77.7169207
MANCOS,YUNGAY,-9.1903264,-77.7123186
MATACOTO,YUNGAY,-9.1770611,-77.7468142
SAN ANTON,AZANGARO,-14.5838277,-70.3172907
AZANGARO,AZANGARO,-14.9095426,-70.1956194
ASILLO,AZANGARO,-14.7865915,-70.3540033
MUÑANI,AZANGARO,-14.7707724,-69.9557279
ARAPA,AZANGARO,-15.1391169,-70.1095722
SAN JOSE,AZANGARO,-14.6701654,-70.1621099
TIRAPATA,AZANGARO,-14.9548166,-70.403177
SANTIAGO DE PUPUJA,AZANGARO,-15.0530437,-70.2778239
JOSE DOMINGO CHOQUEHUANCA,AZANGARO,-15.0353988,-70.3312734
CHUPA,AZANGARO,-15.1059765,-69.9865962
SAMAN,AZANGARO,-15.2915175,-70.0171834
ACHAYA,AZANGARO,-15.2852382,-70.1614836
CAMINACA,AZANGARO,-15.3241247,-70.0728942
SAN JUAN DE SALINAS,AZANGARO,-14.9911593,-70.105616
COASA,CARABAYA,-13.9864181,-70.0171656
MACUSANI,CARABAYA,-14.0684826,-70.4313639
CARABAYA,CARABAYA,-13.79451,-70.4720613
OLLACHEA,CARABAYA,-13.7940318,-70.4721998
ITUATA,CARABAYA,-13.7911429,-70.2506257
CORANI,CARABAYA,-13.8684934,-70.6046593
AYAPATA,CARABAYA,-13.7769833,-70.3227082
SAN GABAN,CARABAYA,-13.5396038,-70.4087141
AJOYANI,CARABAYA,-14.2300749,-70.2235728
PISACOMA,CHUCUITO,-16.9081006,-69.3713066
DESAGUADERO,CHUCUITO,-16.564809,-69.0401545
JULI,CHUCUITO,-16.2132873,-69.4591568
POMATA,CHUCUITO,-16.2731488,-69.2921984
CHUCUITO,CHUCUITO,-15.8947163,-69.889106
ZEPITA,CHUCUITO,-16.4971752,-69.1032019
HUACULLANI,CHUCUITO,-16.6302449,-69.3222231
KELLUYO,CHUCUITO,-16.7270638,-69.2499805
CRUCERO,CARABAYA,-14.3611964,-70.0234904
PHARA,SANDIA,-14.1522467,-69.6652072
USICAYOS,CARABAYA,-14.1249494,-69.9672237
POTONI,AZANGARO,-14.3899129,-70.104701
LIMBANI,SANDIA,-14.1483978,-69.69075
ILAVE,EL COLLAO,-16.086789,-69.6385874
PILCUYO,EL COLLAO,-16.1104755,-69.5542716
SANTA ROSA,EL COLLAO,-16.7616495,-69.8556014
EL COLLAO,EL COLLAO,-16.0904375,-69.6356189
CAPAZO,EL COLLAO,-17.0969908,-69.7142058
CONDURIRI,EL COLLAO,-16.6206097,-69.7082412
HUANCANE,HUANCANE,-15.2040929,-69.7613717
PUSI,HUANCANE,-15.4418571,-69.9293619
TARACO,HUANCANE,-15.2978079,-69.9783213
VILQUE CHICO,HUANCANE,-15.157057,-69.6190604
COJATA,HUANCANE,-15.0151528,-69.3652199
ROSASPATA,HUANCANE,-15.2344658,-69.527323
HUATASANI,HUANCANE,-15.0596198,-69.8014014
INCHUPALLA,HUANCANE,-15.0094132,-69.6825135
LAMPA,LAMPA,-15.3644309,-70.3666168
SANTA LUCIA,LAMPA,-15.6987668,-70.6065559
CABANILLA,LAMPA,-15.6203163,-70.345873
OCUVIRI,LAMPA,-15.1137211,-70.9090834
PUCARA,LAMPA,-15.04199,-70.3680656
VILAVILA,LAMPA,-15.1882324,-70.6597158
PARATIA,LAMPA,-15.453907,-70.5993792
NICASIO,LAMPA,-15.2355119,-70.260922
CALAPUJA,LAMPA,-15.3101475,-70.2217662
PALCA,LAMPA,-15.2363854,-70.5974936
AYAVIRI,MELGAR,-14.8818397,-70.5900142
NUÑOA,MELGAR,-14.4765078,-70.6360628
SANTA ROSA,MELGAR,-14.607427,-70.7874774
MACARI,MELGAR,-14.7708759,-70.9025677
ANTAUTA,MELGAR,-14.2997287,-70.2919047
CUPI,MELGAR,-14.904858,-70.8662301
LLALLI,MELGAR,-14.9469209,-70.8799195
ORURILLO,MELGAR,-14.7274934,-70.5117338
UMACHIRI,MELGAR,-14.853653,-70.7535804
MELGAR,MELGAR,-14.5620145,-70.6337824
MOHO,MOHO,-15.3607727,-69.4998358
TILALI,MOHO,-15.5146906,-69.3481332
CONIMA,MOHO,-15.4576993,-69.4380307
HUAYRAPATA,MOHO,-15.3214488,-69.341349
PUNO,PUNO,-15.8405962,-70.0279512
MAÑAZO,PUNO,-15.8011797,-70.3434523
ACORA,PUNO,-15.9735935,-69.7975749
PAUCARCOLLA,PUNO,-15.7451407,-70.0562522
ATUNCOLLA,PUNO,-15.6884255,-70.1432128
CAPACHICA,PUNO,-15.6420185,-69.8307928
CHUCUITO,PUNO,-16.6336027,-69.3018083
PLATERIA,PUNO,-15.9479698,-69.8328681
HUATA,PUNO,-15.615277,-69.9715376
VILQUE,PUNO,-15.765821,-70.2586427
COATA,PUNO,-15.5706136,-69.9492216
AMANTANI,PUNO,-15.6650012,-69.7106611
SAN ANTONIO,PUNO,-16.0936915,-70.3224035
TIQUILLACA,PUNO,-15.7973641,-70.1868662
PICHACANI,PUNO,-16.1076198,-70.131438
PUTINA,SAN ANTONIO DE PUTINA,-14.9141,-69.8684837
SAN ANTONIO DE PUTINA,SAN ANTONIO DE PUTINA,-14.9160411,-69.8671094
ANANEA,SAN ANTONIO DE PUTINA,-14.6784404,-69.5352298
PEDRO VILCA APAZA,SAN ANTONIO DE PUTINA,-15.0180244,-69.9040458
QUILCAPUNCU,SAN ANTONIO DE PUTINA,-14.8929648,-69.7302897
SINA,SAN ANTONIO DE PUTINA,-14.4965792,-69.2798767
JULIACA,SAN ROMAN,-15.4932314,-70.1356177
SAN MIGUEL,SAN ROMAN,-15.4095572,-70.1331545
CABANA,SAN ROMAN,-15.6495195,-70.3219267
SAN ROMAN,SAN ROMAN,-15.4943434,-70.1327074
CABANILLAS,SAN ROMAN,-15.8266778,-70.6433537
CARACOTO,SAN ROMAN,-15.5678983,-70.1024942
SANDIA,SANDIA,-14.3224863,-69.4657983
SAN PEDRO DE PUTINA PUNCO,SANDIA,-14.1119359,-69.0477528
SAN JUAN DEL ORO,SANDIA,-14.220967,-69.1537388
ALTO INAMBARI,SANDIA,-14.0401468,-69.2981121
CUYOCUYO,SANDIA,-14.4700389,-69.5369258
PATAMBUCO,SANDIA,-14.3597256,-69.6197547
QUIACA,SANDIA,-14.4222714,-69.3450165
YANAHUAYA,SANDIA,-14.2584613,-69.1695213
YUNGUYO,YUNGUYO,-16.2442325,-69.0925538
COPANI,YUNGUYO,-16.399711,-69.0404249
OLLARAYA,YUNGUYO,-16.2338801,-68.9944048
UNICACHI,YUNGUYO,-16.2239052,-68.9811036
ANAPIA,YUNGUYO,-16.3137957,-68.8528908
CUTURAPI,YUNGUYO,-16.2700082,-69.177447
TINICACHI,YUNGUYO,-16.19818,-68.9617966
SAN PABLO,BELLAVISTA,-6.8094008,-76.5748696
BELLAVISTA,BELLAVISTA,-7.0554379,-76.5881865
ALTO BIAVO,BELLAVISTA,-7.7884679,-76.3385586
BAJO BIAVO,BELLAVISTA,-7.2175081,-76.2597931
SAN RAFAEL,BELLAVISTA,-7.0236238,-76.4644594
SANTA ROSA,EL DORADO,-6.7463029,-76.6233355
SAN JOSE DE SISA,EL DORADO,-6.6137307,-76.6949339
SAN MARTIN,EL DORADO,-6.4095133,-76.8712581
SHATOJA,EL DORADO,-6.5284471,-76.7198207
EL DORADO,EL DORADO,-6.6169274,-76.690422
AGUA BLANCA,EL DORADO,-6.7249951,-76.6954671
SAPOSOA,HUALLAGA,-6.9318423,-76.7724793
ALTO SAPOSOA,HUALLAGA,-6.5916908,-76.9370633
EL ESLABON,HUALLAGA,-7.0216064,-76.7227811
HUALLAGA,HUALLAGA,-7.1255749,-76.6525207
PISCOYACU,HUALLAGA,-6.9801213,-76.767558
SACANCHE,HUALLAGA,-7.1029798,-76.7818166
LAMAS,LAMAS,-6.4220812,-76.5164123
TABALOSOS,LAMAS,-6.390606,-76.6330602
CAYNARACHI,LAMAS,-6.1916889,-76.3173428
PINTO RECODO,LAMAS,-6.3793836,-76.6043562
RUMISAPA,LAMAS,-6.4476695,-76.4725566
SAN ROQUE DE CUMBAZA,LAMAS,-6.3859594,-76.4386109
BARRANQUITA,LAMAS,-6.2518935,-76.0331047
ZAPATERO,LAMAS,-6.5299906,-76.4942679
SHANAO,LAMAS,-6.4113804,-76.5939304
CUÑUMBUQUI,LAMAS,-6.5884417,-76.4338015
JUANJUI,MARISCAL CACERES,-7.2720033,-76.7508655
PACHIZA,MARISCAL CACERES,-7.2967364,-76.7731047
MARISCAL CACERES,MARISCAL CACERES,-8.8078194,-75.5380669
HUALLAGA,BELLAVISTA,-7.3193011,-76.5436165
HUICUNGO,MARISCAL CACERES,-7.3170088,-76.7761946
PAJARILLO,MARISCAL CACERES,-7.1762032,-76.6888585
CAMPANILLA,MARISCAL CACERES,-7.4826362,-76.6498915
MOYOBAMBA,MOYOBAMBA,-6.0347302,-76.9746773
SORITOR,MOYOBAMBA,-6.1392924,-77.1021623
JEPELACIO,MOYOBAMBA,-6.108003,-76.9150054
ALONSO DE ALVARADO,LAMAS,-6.29343,-76.782173
CALZADA,MOYOBAMBA,-6.0295376,-77.066694
YANTALO,MOYOBAMBA,-5.9753278,-77.019882
HABANA,MOYOBAMBA,-6.0817056,-77.0895207
PICOTA,PICOTA,-6.9202134,-76.3303859
SAN HILARION,PICOTA,-6.93478,-76.5106349
SHAMBOYACU,PICOTA,-7.0238211,-76.1330208
TINGO DE PONASA,PICOTA,-6.9357566,-76.2539578
BUENOS AIRES,PICOTA,-6.7911007,-76.3270921
TRES UNIDOS,PICOTA,-6.8061644,-76.2326637
CASPISAPA,PICOTA,-6.9169052,-76.4216782
PUCACACA,PICOTA,-6.8500511,-76.3430875
PILLUANA,PICOTA,-6.7768059,-76.2919754
SAN CRISTOBAL,PICOTA,-6.9751119,-76.436615
RIOJA,RIOJA,-6.0627128,-77.1677322
PARDO MIGUEL,RIOJA,-5.7219212,-77.6170864
NUEVA CAJAMARCA,RIOJA,-5.9407861,-77.3092386
ELIAS SOPLIN VARGAS,RIOJA,-6.042815,-77.3011144
POSIC,RIOJA,-6.013986,-77.1618238
AWAJUN,RIOJA,-5.8696697,-77.4574933
SAN FERNANDO,RIOJA,-5.9029585,-77.2706361
YURACYACU,RIOJA,-5.9306085,-77.2262651
YORONGOS,RIOJA,-6.13897,-77.1441707
TARAPOTO,SAN MARTIN,-6.4877198,-76.3598708
MORALES,SAN MARTIN,-6.4993514,-76.4204988
LA BANDA DE SHILCAYO,SAN MARTIN,-6.46767,-76.2716973
HUIMBAYOC,SAN MARTIN,-6.4179853,-75.7681936
SHAPAJA,SAN MARTIN,-6.579997,-76.2621546
CHAZUTA,SAN MARTIN,-6.5719404,-76.1342717
SAUCE,SAN MARTIN,-6.6903361,-76.2172506
PAPAPLAYA,SAN MARTIN,-6.2093223,-75.7815886
EL PORVENIR,SAN MARTIN,-6.2582956,-75.8831265
SAN MARTIN,SAN MARTIN,-6.6297148,-75.8370772
SAN ANTONIO,SAN MARTIN,-6.3966231,-76.388894
ALBERTO LEVEAU,SAN MARTIN,-6.6915233,-76.2563651
CHIPURANA,SAN MARTIN,-6.4494511,-75.5991695
CACATACHI,SAN MARTIN,-6.4635052,-76.4500777
JUAN GUERRA,SAN MARTIN,-6.5832708,-76.3299295
UCHIZA,TOCACHE,-8.4590114,-76.4618414
TOCACHE,TOCACHE,-8.1887651,-76.510263
NUEVO PROGRESO,TOCACHE,-8.4510319,-76.3259883
POLVORA,TOCACHE,-7.9827602,-76.8468839
SANTA LUCIA,TOCACHE,-8.3469093,-76.3909468
SHUNTE,TOCACHE,-8.4133053,-76.8880286
AMBO,AMBO,-10.1292012,-76.2042789
SAN RAFAEL,AMBO,-10.3378964,-76.182284
HUACAR,AMBO,-10.2043213,-76.2766508
CAYNA,AMBO,-10.2723727,-76.3886207
SAN FRANCISCO,AMBO,-10.3340887,-76.2850016
TOMAY KICHWA,AMBO,-10.0634101,-76.1907262
COLPAS,AMBO,-10.2681315,-76.4153945
CONCHAMARCA,AMBO,-10.0357616,-76.2165665
LA UNION,DOS DE MAYO,-9.8284557,-76.8013469
CHUQUIS,DOS DE MAYO,-9.6773548,-76.7047049
MARIAS,DOS DE MAYO,-9.5345967,-76.4411642
YANAS,DOS DE MAYO,-9.7144768,-76.750043
QUIVILLA,DOS DE MAYO,-9.600044,-76.725922
PACHAS,DOS DE MAYO,-9.7069274,-76.771447
RIPAN,DOS DE MAYO,-9.8284954,-76.8030596
SHUNQUI,DOS DE MAYO,-9.7311947,-76.7833329
SILLAPATA,DOS DE MAYO,-9.7568791,-76.7747338
DOS DE MAYO,DOS DE MAYO,-7.1844911,-77.063155
HUACAYBAMBA,HUACAYBAMBA,-9.0378827,-76.9526356
PINRA,HUACAYBAMBA,-8.9248412,-77.0153552
COCHABAMBA,HUACAYBAMBA,-9.0950192,-76.8366288
CANCHABAMBA,HUACAYBAMBA,-8.8848281,-77.1233897
LLATA,HUAMALIES,-9.5499479,-76.8156098
SINGA,HUAMALIES,-9.3885999,-76.8126267
PUÑOS,HUAMALIES,-9.4997731,-76.8829418
CHAVIN DE PARIARCA,HUAMALIES,-9.4261524,-76.7566217
MIRAFLORES,HUAMALIES,-9.4941859,-76.8186611
JACAS GRANDE,HUAMALIES,-9.5399908,-76.7370621
ARANCAY,HUAMALIES,-9.1720821,-76.7513311
JIRCAN,HUAMALIES,-9.2467919,-76.7191947
TANTAMAYO,HUAMALIES,-9.3924337,-76.7200432
HUAMALIES,HUAMALIES,-9.5496582,-76.8180288
PUNCHAO,HUAMALIES,-9.4623743,-76.8198686
HUANUCO,HUANUCO,-9.9293255,-76.2394845
AMARILIS,HUANUCO,-9.9546102,-76.1800823
PILLCO MARCA,HUANUCO,-9.9521512,-76.2508855
CHINCHAO,HUANUCO,-9.6146422,-76.1287916
CHURUBAMBA,HUANUCO,-9.8256913,-76.133709
YACUS,HUANUCO,-9.9858734,-76.5054256
SAN PEDRO DE CHAULAN,HUANUCO,-10.0902304,-76.4050607
YARUMAYO,HUANUCO,-10.0044402,-76.468443
SAN PABLO DE PILLAO,HUANUCO,-9.7954978,-75.9955698
SANTA MARIA DEL VALLE,HUANUCO,-9.8628206,-76.1699493
MARGOS,HUANUCO,-10.0054151,-76.5230933
SAN FRANCISCO DE CAYRAN,HUANUCO,-10.0099307,-76.3242186
JESUS,LAURICOCHA,-10.0781114,-76.6315739
SAN FRANCISCO DE ASIS,LAURICOCHA,-9.9773301,-76.6289428
SAN MIGUEL DE CAURI,LAURICOCHA,-10.2906895,-76.6301615
JIVIA,LAURICOCHA,-10.0238918,-76.6805659
LAURICOCHA,LAURICOCHA,-10.3155005,-76.658586
RONDOS,LAURICOCHA,-9.9840194,-76.6890145
BAÑOS,LAURICOCHA,-10.0760293,-76.7358351
QUEROPALCA,LAURICOCHA,-10.1816645,-76.8045846
RUPA-RUPA,LEONCIO PRADO,-9.1990928,-76.1312275
JOSE CRESPO Y CASTILLO,LEONCIO PRADO,-8.8511045,-76.0736301
MONZON,HUAMALIES,-9.279636,-76.3963652
CASTILLO GRANDE,LEONCIO PRADO,-9.2780893,-76.0087127
HERMILIO VALDIZAN,LEONCIO PRADO,-9.1388577,-75.8828696
MARIANO DAMASO BERAUN,LEONCIO PRADO,-9.3947394,-76.0248833
DANIEL ALOMIA ROBLES,LEONCIO PRADO,-9.3900137,-75.7439285
PUCAYACU,LEONCIO PRADO,-8.5789698,-76.0910789
PUEBLO NUEVO,LEONCIO PRADO,-9.0815627,-75.9649437
LUYANDO,LEONCIO PRADO,-9.1962396,-75.9736245
SANTO DOMINGO DE ANDA,LEONCIO PRADO,-8.9690226,-75.9588932
HUACRACHUCO,MARAÑON,-8.604487,-77.1492362
SAN BUENAVENTURA,MARAÑON,-8.7676146,-77.1859476
CHOLON,MARAÑON,-8.646668,-76.7448914
SANTA ROSA DE ALTO YANAJANCA,MARAÑON,-8.7763623,-76.5106866
LA MORADA,MARAÑON,-8.7947478,-76.2493712
MARAÑON,MARAÑON,-1.4961055,-44.7817681
PANAO,PACHITEA,-9.8974849,-75.9942918
MOLINO,PACHITEA,-9.910194,-76.0164374
CHAGLLA,PACHITEA,-9.8449412,-75.9030616
UMARI,PACHITEA,-9.8731104,-76.0257002
PUERTO INCA,PUERTO INCA,-9.2605438,-74.8847598
HONORIA,PUERTO INCA,-8.7152751,-74.6871746
TOURNAVISTA,PUERTO INCA,-8.9307277,-74.7051197
YUYAPICHIS,PUERTO INCA,-9.6274545,-74.9742276
CODO DEL POZUZO,PUERTO INCA,-9.6468447,-75.4831107
CHAVINILLO,YAROWILCA,-9.8587298,-76.608363
JACAS CHICO,YAROWILCA,-9.861128,-76.4945526
APARICIO POMARES,YAROWILCA,-9.7226484,-76.5660686
CHORAS,YAROWILCA,-9.910101,-76.6059037
OBAS,YAROWILCA,-9.7952931,-76.666242
PAMPAMARCA,YAROWILCA,-9.7054721,-76.7027503
CAHUAC,YAROWILCA,-9.852732,-76.6306686
CHACABAMBA,YAROWILCA,-9.9004495,-76.6106808
YAROWILCA,YAROWILCA,-9.897654,-76.5599012
HUANCHACO,TRUJILLO,-8.0794934,-79.1202668
LAREDO,TRUJILLO,-8.0864545,-78.9594124
EL PORVENIR,TRUJILLO,-8.0516808,-79.0016911
EL PORVENIR,EL PORVENIR,-8.0738356,-78.9930966
SINSICAP,OTUZCO,-7.8515877,-78.7545356
SIMBAL,TRUJILLO,-7.9763428,-78.8136381
OTUZCO,OTUZCO,-7.9024691,-78.5656753
POROTO,TRUJILLO,-8.0114305,-78.7680219
PARANDAY,OTUZCO,-7.8845029,-78.6994572
LA CUESTA,OTUZCO,-7.9020336,-78.6651035
LA ESPERANZA,TRUJILLO,-8.0633115,-79.0590158
FLORENCIA DE MORA,TRUJILLO,-8.0808282,-79.0220668
TRUJILLO,TRUJILLO,-8.1116778,-79.0287742
VICTOR LARCO HERRERA,TRUJILLO,-8.1403904,-79.044612
MOCHE,TRUJILLO,-8.1714148,-79.008936
SALAVERRY,TRUJILLO,-8.2241119,-78.9763929
ASCOPE,ASCOPE,-7.7138056,-79.1074555
SANTIAGO DE CAO,ASCOPE,-7.9604543,-79.2380208
CASA GRANDE,ASCOPE,-7.7446102,-79.1879884
CHICAMA,ASCOPE,-7.843424,-79.1451857
MAGDALENA DE CAO,ASCOPE,-7.8776501,-79.2944588
PAIJAN,ASCOPE,-7.7342569,-79.3032804
CHOCOPE,ASCOPE,-7.7918461,-79.2226569
RAZURI,ASCOPE,-7.6869321,-79.3836782
BOLIVAR,BOLIVAR,-7.1539171,-77.7026046
LONGOTEA,BOLIVAR,-7.0436074,-77.8720314
UCUNCHA,BOLIVAR,-7.1654654,-77.8593877
UCHUMARCA,BOLIVAR,-7.0470027,-77.8056155
CHEPEN,CHEPEN,-7.2285214,-79.4277749
PUEBLO NUEVO,CHEPEN,-7.1884224,-79.5149377
PACANGA,CHEPEN,-7.1713536,-79.485808
SAYAPULLO,GRAN CHIMU,-7.5954683,-78.4658832
CASCAS,GRAN CHIMU,-7.479441,-78.819392
LUCMA,GRAN CHIMU,-7.640631,-78.5526335
MARMOT,GRAN CHIMU,-7.6731177,-78.6824156
HUASO,JULCAN,-8.2245143,-78.4137337
CARABAMBA,JULCAN,-8.1128282,-78.6077347
CALAMARCA,JULCAN,-8.1700672,-78.4115144
JULCAN,JULCAN,-8.0425812,-78.4867336
USQUIL,OTUZCO,-7.8154816,-78.4168122
SALPO,OTUZCO,-8.0030772,-78.6043667
MACHE,OTUZCO,-8.030106,-78.5351497
HUARANCHAL,OTUZCO,-7.6897064,-78.4427284
AGALLPAMPA,OTUZCO,-7.9821175,-78.5467679
CHARAT,OTUZCO,-7.8236151,-78.4478236
SAN PEDRO DE LLOC,PACASMAYO,-7.4246919,-79.5032823
PACASMAYO,PACASMAYO,-7.4028958,-79.5684847
GUADALUPE,PACASMAYO,-7.2433206,-79.4703695
JEQUETEPEQUE,PACASMAYO,-7.3379078,-79.5632502
SAN JOSE,PACASMAYO,-7.3500235,-79.4550174
TAYABAMBA,PATAZ,-8.275946,-77.2962826
CHILLIA,PATAZ,-8.1246309,-77.514993
BULDIBUYO,PATAZ,-8.1272065,-77.3950137
PARCOY,PATAZ,-8.0337074,-77.4796539
PATAZ,PATAZ,-7.7861211,-77.5934126
PIAS,PATAZ,-7.8720414,-77.546594
HUAYO,PATAZ,-8.004681,-77.5923049
URPAY,PATAZ,-8.3479399,-77.3892967
HUANCASPATA,PATAZ,-8.4572986,-77.298332
SANTIAGO DE CHALLAS,PATAZ,-8.4333101,-77.3647513
ONGON,PATAZ,-8.2076315,-76.9831223
TAURIJA,PATAZ,-8.307586,-77.4230687
HUAYLILLAS,PATAZ,-8.1876887,-77.3431565
SANCHEZ CARRION,SANCHEZ CARRION,-7.8155286,-78.0466096
SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,-8.1453677,-78.1732575
CACHICADAN,SANTIAGO DE CHUCO,-8.0946386,-78.1489283
ANGASMARCA,SANTIAGO DE CHUCO,-8.1452003,-78.0544013
QUIRUVILCA,SANTIAGO DE CHUCO,-8.0017432,-78.3098616
MOLLEBAMBA,SANTIAGO DE CHUCO,-8.1705327,-77.9740965
SANTA CRUZ DE CHUCA,SANTIAGO DE CHUCO,-8.1201411,-78.1423829
MOLLEPATA,SANTIAGO DE CHUCO,-8.1934006,-77.957593
HUAMACHUCO,SANCHEZ CARRION,-7.8154676,-78.0487063
SARTIMBAMBA,SANCHEZ CARRION,-7.698956,-77.7437094
BAMBAMARCA,BOLIVAR,-7.4400512,-77.6927933
COCHORCO,SANCHEZ CARRION,-7.8092809,-77.6869297
CHUGAY,SANCHEZ CARRION,-7.7823194,-77.8677061
SARIN,SANCHEZ CARRION,-7.9113201,-77.9057665
MARCABAL,SANCHEZ CARRION,-7.7060639,-78.0333428
SANAGORAN,SANCHEZ CARRION,-7.7885092,-78.139451
CURGOS,SANCHEZ CARRION,-7.8602476,-77.94356
SITABAMBA,SANTIAGO DE CHUCO,-8.0224019,-77.7301793
CONDORMARCA,BOLIVAR,-7.5430367,-77.5889964
VIRU,VIRU,-8.4169,-78.7623
CHAO,VIRU,-8.5390575,-78.6790415
GUADALUPITO,VIRU,-8.9511379,-78.6247273
PAUCARA,ACOBAMBA,-12.7270517,-74.7150305
ROSARIO,ACOBAMBA,-12.7211475,-74.5824988
